budget;id;original_language;popularity;release_date;revenue;runtime;spoken_languages;tagline;title_x;vote_average;vote_count;movie_id;title_y;;;;;;;;
85000000;298;en;42.069993;2007-06-07;311312624;122.0;['Español', 'English', 'Français'];What are the odds of getting even? 13 to one.;Ocean's Thirteen;6.5;1999;298;Ocean's Thirteen;;;;;;;;
85000000;7484;en;26.61951;2006-09-29;197309027;83.0;['English'];One Fur All & All Fur One;Open Season;6.1;656;7484;Open Season;;;;;;;;
85000000;157350;en;80.316463;2014-03-14;288747895;139.0;['English'];What makes you different makes you dangerous.;Divergent;6.9;4663;157350;Divergent;;;;;;;;
68000000;853;en;41.273567;2001-03-13;96976270;131.0;['Deutsch', 'English', 'Pусский'];Some Men Are Born To Be Heroes.;Enemy at the Gates;7.2;999;853;Enemy at the Gates;;;;;;;;
85000000;10159;en;24.107835;2003-09-26;80916492;104.0;['Português', 'English'];cut to the chase;The Rundown;6.4;514;10159;The Rundown;;;;;;;;
85000000;9593;en;32.044191;1993-06-18;137298489;130.0;['English'];This isn't the movies anymore.;Last Action Hero;6.1;712;9593;Last Action Hero;;;;;;;;
85000000;1904;en;16.595874;2005-12-06;162242962;145.0;['English', '日本語'];My world is as forbidden as it is fragile;;;;;;;;;;;;;
85000000;9615;en;8.282876;2006-06-03;158468292;104.0;['English', '日本語'];On the streets of Tokyo, speed needs no translation...;The Fast and the Furious: Tokyo Drift;6.1;1705;9615;The Fast and the Furious: Tokyo Drift;;;;;;;;
0;51052;en;19.83683;2011-02-22;0;97.0;['English'];Ever wonder how 2 Billion presents get delivered all in 1 night?;Arthur Christmas;6.7;333;51052;Arthur Christmas;;;;;;;;
90000000;297;en;36.069611;1998-11-12;142940100;178.0;['English'];Sooner or later everyone does.;Meet Joe Black;6.9;1147;297;Meet Joe Black;;;;;;;;
85000000;9884;en;18.827753;2002-02-06;78382433;108.0;['English', 'Español'];What would you do if you lost everything?;Collateral Damage;5.5;427;9884;Collateral Damage;;;;;;;;
0;16858;en;5.159407;1979-12-20;37823676;123.0;['English'];All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.;All That Jazz;7.3;85;16858;All That Jazz;;;;;;;;
85000000;62764;en;48.126297;2012-03-15;183018522;106.0;['English'];The Snow White legend comes alive.;Mirror Mirror;5.5;1114;62764;Mirror Mirror;;;;;;;;
60000000;22538;en;38.885195;2010-07-27;47664559;112.0;['English'];Get the hot girl. Defeat her evil exes. Hit love where it hurts.;Scott Pilgrim vs. the World;7.2;2126;22538;Scott Pilgrim vs. the World;;;;;;;;
60000000;9341;en;29.211255;2003-03-28;74208267;136.0;['English'];Earth has a deadline.;The Core;5.4;516;9341;The Core;;;;;;;;
84000000;12107;en;17.783361;2000-07-27;123307945;106.0;['English'];The Klumps are back!;Nutty Professor II: The Klumps;4.7;332;12107;Nutty Professor II: The Klumps;;;;;;;;
84000000;9637;en;31.435539;2002-06-14;275650703;88.0;['English'];Get a Clue;Scooby-Doo;5.4;820;9637;Scooby-Doo;;;;;;;;
50000000;49049;en;57.673932;2012-09-07;41037742;95.0;['English'];Judgement is coming;Dredd;6.6;1940;49049;Dredd;;;;;;;;
82500000;9339;en;41.176631;2006-06-22;237681299;107.0;['English', 'Português', '日本語'];What If You Had A Remote... That Controlled Your Universe?;Click;6.0;2104;9339;Click;;;;;;;;
8000000;16281;en;13.661289;1982-11-12;21028755;120.0;['English', 'Italiano'];The Most Fun You'll Ever Have... BEING SCARED!;Creepshow;6.7;226;16281;Creepshow;;;;;;;;
85000000;39691;en;11.77398;2010-07-30;112483764;82.0;['English', 'ภาษาไทย'];Just like real spies... only furrier.;Cats & Dogs 2 : The Revenge of Kitty Galore;4.9;119;39691;Cats & Dogs 2 : The Revenge of Kitty Galore;;;;;;;;
85000000;8247;en;21.218;2008-02-10;222231186;88.0;['Français'];anywhere is possible.;Jumper;5.9;1799;8247;Jumper;;;;;;;;
85000000;11253;en;58.57976;2008-07-11;160388063;120.0;['English'];Saving the world is a hell of a job.;Hellboy II: The Golden Army;6.5;1527;11253;Hellboy II: The Golden Army;;;;;;;;
65000000;1949;en;51.970905;2007-03-02;84785914;157.0;['English'];There's more than one way to lose your life to a killer.;Zodiac;7.3;2023;1949;Zodiac;;;;;;;;
82000000;8452;en;18.447479;2000-11-17;96085477;123.0;['English'];Are You Who You Think You Are;The 6th Day;5.7;595;8452;The 6th Day;;;;;;;;
80000000;310;en;109.684788;2003-05-23;484572835;101.0;['English'];In Bruce we trust;Bruce Almighty;6.4;3012;310;Bruce Almighty;;;;;;;;
80000000;27578;en;77.580661;2010-08-03;274470394;103.0;['English', 'Español'];Choose Your Weapon.;The Expendables;6.0;2926;27578;The Expendables;;;;;;;;
80000000;954;en;75.290998;1996-05-22;457696359;110.0;['English', 'Français', 'Český'];Expect the Impossible.;Mission: Impossible;6.7;2631;954;Mission: Impossible;;;;;;;;
75000000;70160;en;68.550698;2012-03-12;691210692;142.0;['English'];May The Odds Be Ever In Your Favor.;The Hunger Games;6.9;9455;70160;The Hunger Games;;;;;;;;
80000000;45243;en;58.040149;2011-05-25;254455986;102.0;['English', 'ภาษาไทย'];The Wolfpack Is Back;The Hangover Part II;6.2;3739;45243;The Hangover Part II;;;;;;;;
80000000;364;en;59.113174;1992-06-19;280000000;126.0;['English'];The Bat, the Cat, the Penguin.;Batman Returns;6.6;1673;364;Batman Returns;;;;;;;;
80000000;7518;en;36.32705;2006-04-22;343397247;83.0;['English'];Taking back the neighborhood... One snack at a time.;Over the Hedge;6.3;1074;7518;Over the Hedge;;;;;;;;
80000000;11544;en;55.659988;2002-06-21;145771527;85.0;['English'];He's coming to our galaxy.;Lilo & Stitch;7.1;1314;11544;Lilo & Stitch;;;;;;;;
85000000;9986;en;14.132583;2006-12-15;144000000;97.0;['English'];Something unexpected, unbelievable, unforgettable.;Charlotte's Web;5.8;288;9986;Charlotte's Web;;;;;;;;
75000000;8656;en;34.070054;1998-05-08;140464664;120.0;['English'];Heaven and Earth are about to collide.;Deep Impact;5.9;855;8656;Deep Impact;;;;;;;;
84000000;146216;en;44.34333;2013-07-18;0;116.0;['English', 'Français', 'Pусский'];The best never rest.;RED 2;6.4;1526;146216;RED 2;;;;;;;;
82000000;9291;en;26.065735;2005-05-19;190320568;113.0;['English'];If you can't get out, get even.;The Longest Yard;6.2;785;9291;The Longest Yard;;;;;;;;
75000000;55301;en;23.473004;2011-12-14;342695435;87.0;['English'];This holiday it's gonna get squeaky.;Alvin and the Chipmunks: Chipwrecked;5.4;484;55301;Alvin and the Chipmunks: Chipwrecked;;;;;;;;
80000000;109418;en;45.589568;2013-07-11;246984278;100.0;['English'];Just because they're a little older doesn't mean they've grown up.;Grown Ups 2;5.8;1155;109418;Grown Ups 2;;;;;;;;
80000000;11665;en;23.496054;2008-06-19;230685453;110.0;['English', 'Pусский'];Saving The World...And Loving It!;Get Smart;6.0;1051;11665;Get Smart;;;;;;;;
80000000;6964;en;16.939441;2003-12-12;266728738;128.0;['Français', 'English'];Schmucks are people too.;Something's Gotta Give;6.3;410;6964;Something's Gotta Give;;;;;;;;
80000000;11324;en;81.914696;2010-02-18;294804195;138.0;['English', 'Deutsch'];Someone is missing.;Shutter Island;7.8;6336;11324;Shutter Island;;;;;;;;
80000000;12193;en;19.500893;2008-11-26;163733697;88.0;['English'];His father, her mother, his mother and her father all in one day.;Four Christmases;5.3;331;12193;Four Christmases;;;;;;;;
75000000;9928;en;29.558157;2005-03-10;260696994;91.0;['English', 'Italiano'];You can shine no matter what you're made of.;Robots;6.0;1333;9928;Robots;;;;;;;;
80000000;754;en;46.075037;1997-06-27;245676146;138.0;['English', 'Latin'];In order to catch him, he must become him.;Face/Off;6.8;1583;754;Face/Off;;;;;;;;
80000000;10202;en;23.531721;2008-12-24;212874442;99.0;['English'];Whatever they dream up... he has to survive.;Bedtime Stories;5.9;901;10202;Bedtime Stories;;;;;;;;
80000000;4147;en;49.078546;2002-07-12;181001478;117.0;['English'];Pray for Michael Sullivan.;Road to Perdition;7.3;1077;4147;Road to Perdition;;;;;;;;
80000000;50546;en;37.02665;2011-02-10;214918407;117.0;['English'];Sometimes a guy's best wingman... is a wingwoman;Just Go with It;6.3;1543;50546;Just Go with It;;;;;;;;
75000000;1701;en;45.154631;1997-06-01;224012234;115.0;['English'];They were deadly on the ground;;;;;;;;;;;;;
80000000;13027;en;46.887983;2008-09-25;178066569;118.0;['English'];Don't walk. Run.;Eagle Eye;6.3;1018;13027;Eagle Eye;;;;;;;;
79000000;2289;en;24.598479;2003-12-24;173013509;154.0;['English'];Find the strength. Find the courage. No matter what it takes... find the way home.;Cold Mountain;6.7;533;2289;Cold Mountain;;;;;;;;
80000000;20504;en;32.363538;2010-01-14;157107755;118.0;['English'];Some will kill to have it. He will kill to protect it.;The Book of Eli;6.6;2164;20504;The Book of Eli;;;;;;;;
80000000;9574;en;11.50396;1997-11-26;177977226;93.0;['English'];Catch it if you can!;Flubber;5.3;695;9574;Flubber;;;;;;;;
80000000;11618;en;19.375768;1999-07-23;91188905;113.0;['English'];Some houses are born bad.;The Haunting;5.2;369;11618;The Haunting;;;;;;;;
80000000;2300;en;36.125715;1996-11-15;250200000;88.0;['English'];Get ready to jam.;Space Jam;6.5;1288;2300;Space Jam;;;;;;;;
0;12096;en;25.450534;2006-01-18;0;93.0;['English'];Pardon His French.;The Pink Panther;5.6;550;12096;The Pink Panther;;;;;;;;
80000000;10200;en;41.890722;2008-12-10;233093859;104.0;['普通话', 'English'];12.12.08 is the Day the Earth Stood Still;The Day the Earth Stood Still;5.2;1043;10200;The Day the Earth Stood Still;;;;;;;;
75000000;8834;en;22.179658;1997-08-07;136982834;135.0;['English'];What if your most paranoid nightmares had just come true?;Conspiracy Theory;6.5;431;8834;Conspiracy Theory;;;;;;;;
68000000;228150;en;139.575085;2014-10-15;211817906;135.0;['English'];War never ends quietly.;Fury;7.4;3946;228150;Fury;;;;;;;;
70000000;6068;en;18.264635;1998-06-12;164000000;98.0;['English', 'Deutsch', 'ภาษาไทย'];After this week in paradise, they’re going to need a vacation.;Six Days Seven Nights;5.6;332;6068;Six Days Seven Nights;;;;;;;;
80000000;41515;en;11.187696;2010-12-11;201584141;80.0;['English'];Life's a Pic-A-Nic;Yogi Bear;5.2;220;41515;Yogi Bear;;;;;;;;
80000000;9023;en;41.670544;2002-05-24;122563539;83.0;['English'];Leader. Hero. Legend.;Spirit: Stallion of the Cimarron;7.4;831;9023;Spirit: Stallion of the Cimarron;;;;;;;;
80000000;38317;en;27.46264;2011-07-06;169852759;102.0;['English'];Welcome to his jungle.;Zookeeper;5.3;498;38317;Zookeeper;;;;;;;;
80000000;2157;en;17.455024;1998-04-03;136159423;130.0;['English'];Danger, Will Robinson!;Lost in Space;5.0;388;2157;Lost in Space;;;;;;;;
80000000;14462;en;21.394281;2004-07-30;96105964;129.0;['English'];This summer everything is under control.;The Manchurian Candidate;6.2;393;14462;The Manchurian Candidate;;;;;;;;
0;161795;en;0.605645;1998-04-22;0;117.0;['English'];Your future is set...;Déjà Vu;8.0;1;161795;Déjà Vu;;;;;;;;
80000000;159824;en;61.692197;2015-09-21;473226958;89.0;['English', 'ภาษาไทย'];They're back to raise a little terror;Hotel Transylvania 2;6.7;1497;159824;Hotel Transylvania 2;;;;;;;;
80000000;49948;en;14.530946;1999-12-17;90874570;74.0;['English'];;Fantasia 2000;7.0;292;49948;Fantasia 2000;;;;;;;;
80000000;2135;en;25.978555;2002-03-04;123729176;96.0;['English'];The greatest adventure THROUGH all time!;The Time Machine;5.8;631;2135;The Time Machine;;;;;;;;
90000000;9822;en;6.643778;1998-12-25;0;114.0;['Kiswahili', 'English'];Survival is an instinct.;Mighty Joe Young;5.9;208;9822;Mighty Joe Young;;;;;;;;
102000000;9705;en;36.788745;2001-06-07;147080413;99.0;['Deutsch', 'English'];Log On. Hack In. Go Anywhere. Get Everything.;Swordfish;6.1;932;9705;Swordfish;;;;;;;;
75000000;1656;en;31.054334;2005-10-24;142400065;129.0;['English', 'Italiano', 'Español'];The original caped crusader is back!;The Legend of Zorro;5.9;893;1656;The Legend of Zorro;;;;;;;;
85000000;12159;en;21.891078;1998-10-02;71485043;113.0;['English'];After life there is more. The end is just the beginning.;What Dreams May Come;6.8;577;12159;What Dreams May Come;;;;;;;;
85000000;9678;en;18.335992;2000-11-10;0;90.0;['English', 'Français'];He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.;Little Nicky;5.2;438;9678;Little Nicky;;;;;;;;
88000000;4442;en;40.138009;2005-08-26;105316267;118.0;['English', 'Français', 'Deutsch', 'Italiano'];Eliminating Evil Since 1812.;The Brothers Grimm;5.6;818;4442;The Brothers Grimm;;;;;;;;
70000000;75;en;44.090535;1996-12-12;101371017;106.0;['English', 'Français'];Nice planet. We'll take it!;Mars Attacks!;6.1;1509;75;Mars Attacks!;;;;;;;;
0;330770;fr;3.300061;2015-09-14;0;81.0;['Français'];;Evolution;6.4;47;330770;Evolution;;;;;;;;
0;9433;en;20.632673;1997-09-06;43312294;117.0;['English', 'Français', 'Pусский'];They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.;The Edge;6.7;349;9433;The Edge;;;;;;;;
80000000;19959;en;36.664991;2009-09-24;122444772;89.0;['English', 'Français'];How do you save humanity when the only thing that's real is you?;Surrogates;5.9;1195;19959;Surrogates;;;;;;;;
80000000;11973;en;18.26121;2000-12-24;34566746;145.0;['English', 'Pусский'];You'll never believe how close we came;Thirteen Days;6.9;189;11973;Thirteen Days;;;;;;;;
80000000;11228;en;16.681269;1996-12-06;159212469;115.0;['English'];No air. No escape. No time.;Daylight;5.8;378;11228;Daylight;;;;;;;;
80000000;77951;en;10.088006;2013-12-18;126546518;87.0;['English'];The Greatest Adventure in 70 Million Years;Walking With Dinosaurs;5.2;133;77951;Walking With Dinosaurs;;;;;;;;
44000000;5491;en;7.89147;2000-05-10;21400000;118.0;['English', 'Français'];Take Back The Planet;Battlefield Earth;3.0;255;5491;Battlefield Earth;;;;;;;;
80000000;10715;en;16.715631;2003-11-14;68514844;90.0;['English'];Real life has never been so animated.;Looney Tunes: Back in Action;5.6;297;10715;Looney Tunes: Back in Action;;;;;;;;
80000000;10197;en;9.357734;2009-12-03;53825515;112.0;['English', 'Français', 'Italiano'];This Holiday Season, Be Italian;Nine;5.1;165;10197;Nine;;;;;;;;
80000000;9562;en;11.22268;2003-11-26;19480739;116.0;['English', 'Français'];They had to travel into the past to save the future;Timeline;5.4;318;9562;Timeline;;;;;;;;
80000000;9922;en;14.564667;1997-12-25;17626234;177.0;['English', 'Français'];The year is 2013. One man walked in off the horizon and hope came with him.;The Postman;6.1;299;9922;The Postman;;;;;;;;
90000000;9447;en;11.356079;1998-11-25;69131860;92.0;['English'];This little pig went to the city...;Babe: Pig in the City;5.2;305;9447;Babe: Pig in the City;;;;;;;;
90000000;274854;en;;;;;;;;;;;;;;;;;;;
80000000;8870;en;13.800656;2000-11-10;33463969;106.0;['English'];Not A Sound. Not A Warning. Not A Chance. Not Alone.;Red Planet;5.4;267;8870;Red Planet;;;;;;;;
86000000;9992;en;27.097932;2006-12-13;107944236;94.0;['English'];Adventure awaits in your own backyard.;Arthur and the Invisibles;6.0;639;9992;Arthur and the Invisibles;;;;;;;;
0;36970;en;10.706613;2009-10-17;19406406;84.0;['Français'];Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.;Oceans;7.3;111;36970;Oceans;;;;;;;;
80000000;10077;en;7.342892;2005-05-15;5989640;110.0;['English', '普通话'];Some Rules Should Never Be Broken.;A Sound of Thunder;4.8;111;10077;A Sound of Thunder;;;;;;;;
130000000;76649;en;50.561849;2014-02-18;117831631;105.0;['English'];No warning. No escape.;Pompeii;5.2;1267;76649;Pompeii;;;;;;;;
8000000;293644;es;0.719996;2015-10-30;0;89.0;[];;Top Cat Begins;5.3;9;293644;Top Cat Begins;;;;;;;;
60000000;453;en;59.248437;2001-12-11;313542341;135.0;['English'];I need to believe that something extra ordinary is possible...;A Beautiful Mind;7.7;3009;453;A Beautiful Mind;;;;;;;;
45000000;8587;en;90.457886;1994-06-23;788241776;89.0;['English'];Life's greatest adventure is finding your place in the Circle of Life.;The Lion King;8.0;5376;8587;The Lion King;;;;;;;;
79000000;72545;en;40.723459;2012-01-19;355692760;94.0;['English'];Believe the Impossible. Discover the Incredible.;Journey 2: The Mysterious Island;5.8;1030;72545;Journey 2: The Mysterious Island;;;;;;;;
78000000;109451;en;41.247402;2013-09-26;248384621;95.0;['English'];Something big was leftover.;Cloudy with a Chance of Meatballs 2;6.4;915;109451;Cloudy with a Chance of Meatballs 2;;;;;;;;
78000000;9533;en;10.083905;2002-09-29;209196298;124.0;['English'];Before the Silence.;Red Dragon;6.7;1115;9533;Red Dragon;;;;;;;;
100000000;2023;en;16.759252;2004-03-05;108103450;136.0;['English'];Unbridled. Unbroken. Unbeaten.;Hidalgo;6.5;318;2023;Hidalgo;;;;;;;;
79000000;71880;en;22.132418;2011-11-11;149673788;91.0;['English'];His twin sister is coming for the holidays... ...and it ain't pretty.;Jack and Jill;4.1;604;71880;Jack and Jill;;;;;;;;
76000000;584;en;10.520961;2003-06-05;236350661;107.0;['English', 'Español'];How Fast Do You Want It?;2 Fast 2 Furious;6.2;2028;584;2 Fast 2 Furious;;;;;;;;
64000000;309809;en;35.384423;2015-07-29;97571250;92.0;['English'];Growing up isn't the problem... forgetting is.;The Little Prince;7.6;756;309809;The Little Prince;;;;;;;;
80000000;4858;en;15.673154;2007-08-17;15071514;99.0;['Pусский', 'English'];Do not trust anyone. Do not show emotion. Do not fall asleep.;The Invasion;5.7;359;4858;The Invasion;;;;;;;;
76000000;17711;en;8.981427;2000-06-30;35134820;88.0;['Pусский'];This summer it's not the same old bull.;The Adventures of Rocky & Bullwinkle;3.9;87;17711;The Adventures of Rocky & Bullwinkle;;;;;;;;
75000000;328111;en;31.482872;2016-06-18;875958308;87.0;['English'];Think this is what they do all day?;The Secret Life of Pets;5.9;3462;328111;The Secret Life of Pets;;;;;;;;
78000000;8698;en;47.436675;2003-07-11;179265204;110.0;['English', 'Deutsch', 'Italiano'];The power of seven become a league of one.;The League of Extraordinary Gentlemen;5.7;1155;8698;The League of Extraordinary Gentlemen;;;;;;;;
76000000;93456;en;136.886704;2013-06-25;970761885;98.0;['English'];Back 2 Work;Despicable Me 2;7.0;4637;93456;Despicable Me 2;;;;;;;;
75000000;602;en;60.442593;1996-06-25;816969268;145.0;['English'];Earth. Take a good look. It might be your last.;Independence Day;6.7;3260;602;Independence Day;;;;;;;;
73000000;330;en;2.502487;1997-05-23;229074524;129.0;['English'];Something has survived.;The Lost World: Jurassic Park;6.2;2487;330;The Lost World: Jurassic Park;;;;;;;;
75000000;953;en;48.110909;2005-05-25;532680671;86.0;['English', 'Français', 'Português', 'Español', 'ภาษาไทย'];Someone's got a zoo loose.;Madagascar;6.6;3237;953;Madagascar;;;;;;;;
76000000;9693;en;35.387874;2006-09-22;69959751;109.0;['English'];The future's a thing of the past.;Children of Men;7.4;2071;9693;Children of Men;;;;;;;;
75000000;36657;en;4.66891;2000-07-13;296339527;104.0;['English'];Evolution Begins;X-Men;6.8;4097;36657;X-Men;;;;;;;;
75000000;8909;en;73.82289;2008-06-19;258270008;110.0;['English'];Choose your destiny.;Wanted;6.4;2528;8909;Wanted;;;;;;;;
75000000;9802;en;51.469576;1996-06-06;335062621;136.0;['English'];Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.;The Rock;6.9;1456;9802;The Rock;;;;;;;;
80000000;950;en;85.115058;2006-03-23;660940780;91.0;['English'];The Ice age is melting away.;Ice Age: The Meltdown;6.5;2951;950;Ice Age: The Meltdown;;;;;;;;
75000000;1824;en;61.437586;2004-02-13;196482882;99.0;['English'];Imagine having to win over the girl of your dreams... every friggin' day.;50 First Dates;6.6;2105;1824;50 First Dates;;;;;;;;
50000000;2976;en;31.160542;2007-07-13;90450008;117.0;['English'];When you follow your own beat, the world will follow you.;Hairspray;6.5;709;2976;Hairspray;;;;;;;;
80000000;11026;en;15.761384;2004-08-20;78000586;114.0;['English'];Go back to where the horror began.;Exorcist: The Beginning;4.7;183;11026;Exorcist: The Beginning;;;;;;;;
75000000;332;en;17.561955;1999-07-23;0;78.0;['English', 'Norsk', 'Français', 'Español'];The greatest hero ever assembled.;Inspector Gadget;4.3;318;332;Inspector Gadget;;;;;;;;
75000000;75656;en;71.124686;2013-05-29;117698894;115.0;['Français', 'English'];4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.;Now You See Me;7.3;5487;75656;Now You See Me;;;;;;;;
80000000;38365;en;38.864027;2010-06-24;271430189;102.0;['English'];Boys will be boys. . . some longer than others.;Grown Ups;6.0;1705;38365;Grown Ups;;;;;;;;
60000000;594;en;;;;;;;;;;;;;;;;;;;
35000000;15189;en;13.25753;2009-01-16;73034460;100.0;['English'];No stray gets turned away.;Hotel for Dogs;5.7;202;15189;Hotel for Dogs;;;;;;;;
75000000;11678;en;13.318744;2000-12-08;215663859;124.0;['English', 'اردو'];The Mountain Will Decide.;Vertical Limit;5.9;283;11678;Vertical Limit;;;;;;;;
75000000;6538;en;18.70031;2007-12-19;119000410;102.0;['العربية', 'English', 'Pусский', 'اردو', 'עִבְרִית'];Based on a true story. You think we could make all this up?;Charlie Wilson's War;6.5;338;6538;Charlie Wilson's War;;;;;;;;
75000000;10555;en;47.094369;2004-09-20;367275019;90.0;['English'];The story of what happens when one little fish tells a great white lie...;Shark Tale;5.8;1557;10555;Shark Tale;;;;;;;;
70000000;1125;en;14.486311;2006-12-25;154937680;134.0;['English'];One Dream Will Change Everything;Dreamgirls;6.6;284;1125;Dreamgirls;;;;;;;;
53000000;4551;en;18.61472;2005-03-04;95226116;118.0;['English', 'Pусский'];Everyone is looking for the next big hit;Be Cool;5.4;292;4551;Be Cool;;;;;;;;
70000000;612;en;29.035222;2005-12-22;130358911;164.0;['العربية', 'Deutsch', 'ελληνικά', 'English', 'Français', 'עִבְרִית', 'Italiano', 'Pусский'];The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.;Munich;6.9;696;612;Munich;;;;;;;;
70000000;9567;en;27.055085;2003-03-07;85632458;121.0;['English'];He was trained to follow orders. He became a hero by defying them.;Tears of the Sun;6.4;573;9567;Tears of the Sun;;;;;;;;
75000000;37821;en;23.004607;2010-06-04;98159963;100.0;['English'];Perfect wife. Perfect target.;Killers;5.7;772;37821;Killers;;;;;;;;
75000000;203801;en;48.744209;2015-08-13;108145109;116.0;['Italiano', 'English', 'Pусский', 'Deutsch'];Saving the world never goes out of style.;The Man from U.N.C.L.E.;7.1;2265;203801;The Man from U.N.C.L.E.;;;;;;;;
80000000;2539;en;14.209329;2004-12-17;55041367;130.0;['Español', 'English'];Every family has a hero.;Spanglish;5.8;369;2539;Spanglish;;;;;;;;
75000000;9297;en;36.368839;2006-07-21;140175006;91.0;['English'];The House is . . . ALIVE!;Monster House;6.3;874;9297;Monster House;;;;;;;;
75000000;3172;en;24.353302;2001-10-12;67631903;123.0;['English'];Two's company, three's a crime.;Bandits;6.2;302;3172;Bandits;;;;;;;;
55000000;6520;en;19.143321;1995-07-07;127600435;134.0;['English', 'Français'];Their greatest battle would be for her love.;First Knight;5.9;311;6520;First Knight;;;;;;;;
75000000;1439;en;13.327372;1999-12-16;0;148.0;['English', 'ภาษาไทย'];;Anna and the King;6.4;197;1439;Anna and the King;;;;;;;;
75000000;37958;en;37.917002;2011-11-10;226904017;110.0;['ελληνικά', 'English'];The Gods need a hero.;Immortals;5.7;880;37958;Immortals;;;;;;;;
52000000;2026;en;23.663713;2005-03-09;77944725;113.0;['English'];Every Second Counts;Hostage;6.2;512;2026;Hostage;;;;;;;;
75000000;7450;en;14.44381;2000-06-16;36754634;94.0;['English', '普通话'];When Earth Ends, The Adventure Begins.;Titan A.E.;6.3;313;7450;Titan A.E.;;;;;;;;
75000000;11375;en;10.605084;2003-06-09;51142659;116.0;['English'];;Hollywood Homicide;5.0;166;11375;Hollywood Homicide;;;;;;;;
75000000;9425;en;11.873856;1998-10-23;14567883;99.0;['English'];Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight;Soldier;6.1;221;9425;Soldier;;;;;;;;
0;25769;en;12.708963;2009-09-04;5802422;84.0;['English'];The rules are simple. You break them, you die...;Carriers;5.8;282;25769;Carriers;;;;;;;;
75000000;23685;en;8.098369;2001-02-23;5409517;93.0;['English'];If It Yells, If It Swings, It's Got To Be Monkeybone!;Monkeybone;4.3;78;23685;Monkeybone;;;;;;;;
45000000;11866;en;20.374308;2004-12-17;21009180;113.0;['English'];Out of the ashes, hope will rise.;Flight of the Phoenix;5.7;276;11866;Flight of the Phoenix;;;;;;;;
75000000;9741;en;42.006908;2000-11-13;248118121;106.0;['English'];Some things are only revealed by accident.;Unbreakable;6.9;1946;9741;Unbreakable;;;;;;;;
74000000;211672;en;875.581305;2015-06-17;1156730962;91.0;['English'];Before Gru, they had a history of bad bosses;Minions;6.4;4571;211672;Minions;;;;;;;;
82000000;23629;en;39.127082;2011-03-24;89792502;110.0;['English', 'Deutsch'];You will be unprepared;Sucker Punch;5.9;1623;23629;Sucker Punch;;;;;;;;
73000000;8688;en;20.790703;1998-08-07;103891409;98.0;['Český', 'English'];Believe everything except your eyes.;Snake Eyes;5.8;327;8688;Snake Eyes;;;;;;;;
75000000;10153;en;18.65988;1998-02-13;13100000;134.0;['English'];A thousand feet beneath the sea, the blackest holes are in the mind...;Sphere;5.8;476;10153;Sphere;;;;;;;;
73000000;153518;en;45.720894;2016-05-11;349779543;97.0;['English'];Why so angry?;The Angry Birds Movie;5.9;1022;153518;The Angry Birds Movie;;;;;;;;
70000000;8676;en;;;;;;;;;;;;;;;;;;;
75000000;20829;en;20.199057;2009-07-31;61458982;146.0;['English'];George Simmons was prepared to die, but then a funny thing happened.;Funny People;5.7;390;20829;Funny People;;;;;;;;
70000000;4349;en;26.123705;2007-08-22;86658558;110.0;['العربية', 'English'];How do you stop an enemy who isn't afraid to die?;The Kingdom;6.5;513;4349;The Kingdom;;;;;;;;
72500000;9718;en;12.599836;2006-08-04;162966177;116.0;['English'];The story of a man who could only count to #1;Talladega Nights: The Ballad of Ricky Bobby;6.2;491;9718;Talladega Nights: The Ballad of Ricky Bobby;;;;;;;;
70000000;10808;en;13.543053;2001-06-22;176104344;87.0;['English'];The doctor is in again.;Dr. Dolittle 2;4.9;410;10808;Dr. Dolittle 2;;;;;;;;
72000000;197;en;60.722162;1995-05-24;210000000;177.0;['English', 'Français', 'Latin', ''];Every man dies. Not every man truly lives.;Braveheart;7.7;3336;197;Braveheart;;;;;;;;
72000000;25;en;32.227223;2005-11-04;96889998;125.0;['English', 'Español', 'العربية', 'Latin'];Welcome to the suck.;Jarhead;6.6;765;25;Jarhead;;;;;;;;
75000000;35;en;46.875375;2007-07-25;527068851;87.0;['English'];See our family. And feel better about yours.;The Simpsons Movie;6.9;2264;35;The Simpsons Movie;;;;;;;;
72000000;11086;en;11.215702;2001-12-21;37317558;152.0;['English'];Sometimes your life comes into focus one frame at a time.;The Majestic;6.6;188;11086;The Majestic;;;;;;;;
94000000;10477;en;8.468586;2001-04-27;54744738;116.0;['English', 'Deutsch', 'Español'];Get ready for the race of your life.;Driven;4.5;179;10477;Driven;;;;;;;;
74500000;1997;en;8.884318;2004-04-07;62172050;109.0;['English', 'Français', 'ภาษาไทย'];Two infant tiger cubs, separated from their parents and each other.;Two Brothers;6.9;180;1997;Two Brothers;;;;;;;;
60000000;6947;en;27.491891;2004-07-30;256697520;108.0;['English'];There is no turning back;The Village;6.2;1071;6947;The Village;;;;;;;;
