genres;id;;;;;;;;
Thriller;846;;;;;;;;
Action;9703;;;;;;;;
Adventure;9703;;;;;;;;
Fantasy;9703;;;;;;;;
War;9703;;;;;;;;
Drama;857;;;;;;;;
History;857;;;;;;;;
War;857;;;;;;;;
Action;136797;;;;;;;;
Crime;136797;;;;;;;;
Drama;136797;;;;;;;;
Thriller;136797;;;;;;;;
Comedy;3981;;;;;;;;
Romance;3981;;;;;;;;
Animation;425;;;;;;;;
Comedy;425;;;;;;;;
Family;425;;;;;;;;
Adventure;425;;;;;;;;
Drama;6171;;;;;;;;
Horror;6171;;;;;;;;
Science Fiction;6171;;;;;;;;
Thriller;6171;;;;;;;;
History;72976;;;;;;;;
Drama;72976;;;;;;;;
Action;603;;;;;;;;
Science Fiction;603;;;;;;;;
Drama;568;;;;;;;;
Fantasy;9021;;;;;;;;
Comedy;9021;;;;;;;;
Family;9021;;;;;;;;
Drama;82695;;;;;;;;
Music;82695;;;;;;;;
Romance;82695;;;;;;;;
Comedy;9489;;;;;;;;
Romance;9489;;;;;;;;
Comedy;12133;;;;;;;;
Action;9342;;;;;;;;
Adventure;9342;;;;;;;;
Comedy;41733;;;;;;;;
Drama;41733;;;;;;;;
Drama;227306;;;;;;;;
War;227306;;;;;;;;
Action;5551;;;;;;;;
Adventure;5551;;;;;;;;
Thriller;5551;;;;;;;;
Action;9350;;;;;;;;
Adventure;9350;;;;;;;;
Thriller;9350;;;;;;;;
Action;9208;;;;;;;;
Adventure;9208;;;;;;;;
Drama;9208;;;;;;;;
Thriller;9208;;;;;;;;
Fantasy;4244;;;;;;;;
Comedy;4244;;;;;;;;
Family;4244;;;;;;;;
Drama;1852;;;;;;;;
History;1852;;;;;;;;
Thriller;1852;;;;;;;;
Drama;11820;;;;;;;;
Romance;11820;;;;;;;;
Comedy;76493;;;;;;;;
Mystery;345;;;;;;;;
Drama;345;;;;;;;;
Comedy;196867;;;;;;;;
Drama;196867;;;;;;;;
Family;196867;;;;;;;;
Romance;256591;;;;;;;;
Comedy;256591;;;;;;;;
Crime;256591;;;;;;;;
Drama;256591;;;;;;;;
Action;59962;;;;;;;;
Comedy;59962;;;;;;;;
Romance;59962;;;;;;;;
Science Fiction;36648;;;;;;;;
Action;36648;;;;;;;;
Horror;36648;;;;;;;;
Thriller;36648;;;;;;;;
Adventure;36648;;;;;;;;
Fantasy;36648;;;;;;;;
Action;1880;;;;;;;;
Thriller;1880;;;;;;;;
Comedy;9440;;;;;;;;
Drama;9440;;;;;;;;
Action;71679;;;;;;;;
Horror;71679;;;;;;;;
Science Fiction;71679;;;;;;;;
Action;10483;;;;;;;;
Thriller;10483;;;;;;;;
Science Fiction;10483;;;;;;;;
Crime;11412;;;;;;;;
Action;11412;;;;;;;;
Mystery;11412;;;;;;;;
Thriller;11412;;;;;;;;
Action;11983;;;;;;;;
Adventure;11983;;;;;;;;
Drama;11983;;;;;;;;
Romance;11983;;;;;;;;
Thriller;11983;;;;;;;;
Family;6795;;;;;;;;
Fantasy;6795;;;;;;;;
Science Fiction;6795;;;;;;;;
Adventure;6795;;;;;;;;
Drama;550;;;;;;;;
Drama;11170;;;;;;;;
Action;9292;;;;;;;;
Adventure;9292;;;;;;;;
Comedy;9292;;;;;;;;
Action;10783;;;;;;;;
Adventure;10783;;;;;;;;
Comedy;10783;;;;;;;;
Crime;10783;;;;;;;;
Romance;10783;;;;;;;;
Thriller;10783;;;;;;;;
Horror;100241;;;;;;;;
Thriller;100241;;;;;;;;
Crime;257;;;;;;;;
Drama;257;;;;;;;;
Family;257;;;;;;;;
Action;9947;;;;;;;;
Fantasy;9947;;;;;;;;
Crime;189;;;;;;;;
Thriller;189;;;;;;;;
Drama;12618;;;;;;;;
Romance;12618;;;;;;;;
Adventure;253412;;;;;;;;
Drama;253412;;;;;;;;
Crime;1427;;;;;;;;
Fantasy;1427;;;;;;;;
Drama;1427;;;;;;;;
Comedy;818;;;;;;;;
Crime;818;;;;;;;;
Science Fiction;818;;;;;;;;
Animation;16577;;;;;;;;
Action;16577;;;;;;;;
Family;16577;;;;;;;;
Science Fiction;16577;;;;;;;;
Adventure;329;;;;;;;;
Science Fiction;329;;;;;;;;
Drama;12160;;;;;;;;
Action;12160;;;;;;;;
Western;12160;;;;;;;;
Action;9331;;;;;;;;
Drama;9331;;;;;;;;
Thriller;9331;;;;;;;;
Action;300168;;;;;;;;
Drama;300168;;;;;;;;
Adventure;300168;;;;;;;;
Comedy;9072;;;;;;;;
Crime;9072;;;;;;;;
Action;3536;;;;;;;;
Drama;3536;;;;;;;;
Thriller;3536;;;;;;;;
War;3536;;;;;;;;
Comedy;9087;;;;;;;;
Drama;9087;;;;;;;;
Romance;9087;;;;;;;;
Comedy;12177;;;;;;;;
Romance;12177;;;;;;;;
Action;12138;;;;;;;;
Adventure;12138;;;;;;;;
Comedy;12138;;;;;;;;
Thriller;12138;;;;;;;;
Crime;12138;;;;;;;;
Crime;273248;;;;;;;;
Drama;273248;;;;;;;;
Mystery;273248;;;;;;;;
Western;273248;;;;;;;;
Action;9955;;;;;;;;
Comedy;9955;;;;;;;;
Drama;9955;;;;;;;;
Animation;50359;;;;;;;;
Comedy;50359;;;;;;;;
Family;50359;;;;;;;;
Action;1271;;;;;;;;
Adventure;1271;;;;;;;;
War;1271;;;;;;;;
Comedy;693;;;;;;;;
Romance;693;;;;;;;;
Comedy;14306;;;;;;;;
Family;14306;;;;;;;;
Fantasy;497;;;;;;;;
Drama;497;;;;;;;;
Crime;497;;;;;;;;
Action;11199;;;;;;;;
Adventure;11199;;;;;;;;
Comedy;11199;;;;;;;;
Animation;9982;;;;;;;;
Family;9982;;;;;;;;
Comedy;9982;;;;;;;;
Mystery;210577;;;;;;;;
Thriller;210577;;;;;;;;
Drama;210577;;;;;;;;
Action;2501;;;;;;;;
Drama;2501;;;;;;;;
Mystery;2501;;;;;;;;
Thriller;2501;;;;;;;;
Adventure;710;;;;;;;;
Action;710;;;;;;;;
Thriller;710;;;;;;;;
Crime;2275;;;;;;;;
Drama;2275;;;;;;;;
Mystery;2275;;;;;;;;
Thriller;2275;;;;;;;;
Comedy;37165;;;;;;;;
Drama;37165;;;;;;;;
Adventure;9837;;;;;;;;
Animation;9837;;;;;;;;
Drama;9837;;;;;;;;
Family;9837;;;;;;;;
Music;9837;;;;;;;;
Comedy;10708;;;;;;;;
Family;10708;;;;;;;;
Action;136400;;;;;;;;
Comedy;136400;;;;;;;;
Crime;136400;;;;;;;;
Comedy;10992;;;;;;;;
Family;10992;;;;;;;;
Action;9654;;;;;;;;
Crime;9654;;;;;;;;
Romance;2642;;;;;;;;
Comedy;2642;;;;;;;;
Adventure;8916;;;;;;;;
Animation;8916;;;;;;;;
Comedy;8916;;;;;;;;
Family;8916;;;;;;;;
Comedy;19899;;;;;;;;
Romance;19899;;;;;;;;
Adventure;2119;;;;;;;;
Comedy;9641;;;;;;;;
Action;294254;;;;;;;;
Drama;38167;;;;;;;;
Comedy;5994;;;;;;;;
Drama;5994;;;;;;;;
Romance;5994;;;;;;;;
Fantasy;5994;;;;;;;;
Action;39514;;;;;;;;
Adventure;39514;;;;;;;;
Comedy;39514;;;;;;;;
Crime;39514;;;;;;;;
Thriller;39514;;;;;;;;
Drama;9563;;;;;;;;
Drama;547;;;;;;;;
Romance;547;;;;;;;;
Drama;1538;;;;;;;;
Crime;1538;;;;;;;;
Thriller;1538;;;;;;;;
Action;9334;;;;;;;;
Fantasy;9334;;;;;;;;
Adventure;9334;;;;;;;;
Drama;11128;;;;;;;;
Action;11128;;;;;;;;
Thriller;11128;;;;;;;;
Crime;75780;;;;;;;;
Drama;75780;;;;;;;;
Thriller;75780;;;;;;;;
Action;8914;;;;;;;;
Science Fiction;8914;;;;;;;;
Thriller;8914;;;;;;;;
Music;13576;;;;;;;;
Documentary;13576;;;;;;;;
Drama;39538;;;;;;;;
Thriller;39538;;;;;;;;
Science Fiction;39538;;;;;;;;
Comedy;10628;;;;;;;;
Adventure;10628;;;;;;;;
Crime;10628;;;;;;;;
Animation;14836;;;;;;;;
Family;14836;;;;;;;;
Thriller;8645;;;;;;;;
Science Fiction;8645;;;;;;;;
Action;9509;;;;;;;;
Drama;9509;;;;;;;;
Thriller;9509;;;;;;;;
Crime;9509;;;;;;;;
Comedy;10067;;;;;;;;
Family;10067;;;;;;;;
Comedy;9384;;;;;;;;
Crime;9384;;;;;;;;
Family;9279;;;;;;;;
Comedy;9279;;;;;;;;
Fantasy;1487;;;;;;;;
Action;1487;;;;;;;;
Science Fiction;1487;;;;;;;;
Drama;9422;;;;;;;;
Family;77174;;;;;;;;
Animation;77174;;;;;;;;
Adventure;77174;;;;;;;;
Comedy;77174;;;;;;;;
Action;4824;;;;;;;;
Thriller;4824;;;;;;;;
Adventure;4824;;;;;;;;
Crime;4824;;;;;;;;
Action;9620;;;;;;;;
Adventure;9620;;;;;;;;
Mystery;9620;;;;;;;;
Science Fiction;9620;;;;;;;;
Thriller;9620;;;;;;;;
Drama;9302;;;;;;;;
Romance;9302;;;;;;;;
Adventure;10199;;;;;;;;
Animation;10199;;;;;;;;
Family;10199;;;;;;;;
Thriller;10771;;;;;;;;
Action;10771;;;;;;;;
Comedy;10771;;;;;;;;
Science Fiction;10771;;;;;;;;
Action;3512;;;;;;;;
Thriller;3512;;;;;;;;
Action;137094;;;;;;;;
Drama;137094;;;;;;;;
Thriller;137094;;;;;;;;
Drama;274479;;;;;;;;
Comedy;274479;;;;;;;;
Action;267860;;;;;;;;
Crime;267860;;;;;;;;
Thriller;267860;;;;;;;;
Science Fiction;8078;;;;;;;;
Horror;8078;;;;;;;;
Action;8078;;;;;;;;
Action;7485;;;;;;;;
Drama;7485;;;;;;;;
Mystery;7485;;;;;;;;
Thriller;7485;;;;;;;;
Crime;7485;;;;;;;;
Animation;170687;;;;;;;;
Comedy;170687;;;;;;;;
Family;170687;;;;;;;;
Fantasy;170687;;;;;;;;
Drama;6435;;;;;;;;
Fantasy;6435;;;;;;;;
Comedy;6435;;;;;;;;
Adventure;137106;;;;;;;;
Animation;137106;;;;;;;;
Comedy;137106;;;;;;;;
Family;137106;;;;;;;;
Fantasy;137106;;;;;;;;
Action;10040;;;;;;;;
Comedy;10040;;;;;;;;
Adventure;6278;;;;;;;;
Action;6278;;;;;;;;
Fantasy;6278;;;;;;;;
Crime;82682;;;;;;;;
Drama;82682;;;;;;;;
Action;82682;;;;;;;;
Thriller;82682;;;;;;;;
Comedy;17610;;;;;;;;
Adventure;17610;;;;;;;;
Drama;22954;;;;;;;;
History;22954;;;;;;;;
Action;16995;;;;;;;;
Romance;16558;;;;;;;;
Comedy;16558;;;;;;;;
Crime;16558;;;;;;;;
Comedy;9849;;;;;;;;
Drama;9849;;;;;;;;
Family;9849;;;;;;;;
Science Fiction;9849;;;;;;;;
Action;5820;;;;;;;;
Thriller;5820;;;;;;;;
Crime;5820;;;;;;;;
Science Fiction;16866;;;;;;;;
Animation;16866;;;;;;;;
Family;16866;;;;;;;;
Comedy;16866;;;;;;;;
Adventure;16866;;;;;;;;
Science Fiction;201;;;;;;;;
Action;201;;;;;;;;
Adventure;201;;;;;;;;
Thriller;201;;;;;;;;
Crime;11775;;;;;;;;
Comedy;11775;;;;;;;;
Romance;11775;;;;;;;;
Drama;87825;;;;;;;;
Romance;87825;;;;;;;;
Crime;12201;;;;;;;;
Drama;12201;;;;;;;;
Mystery;12201;;;;;;;;
Thriller;12201;;;;;;;;
Horror;11015;;;;;;;;
Mystery;11015;;;;;;;;
Thriller;11015;;;;;;;;
Comedy;9932;;;;;;;;
Crime;9932;;;;;;;;
Action;13389;;;;;;;;
Crime;13389;;;;;;;;
Drama;13389;;;;;;;;
Thriller;13389;;;;;;;;
Action;8838;;;;;;;;
Crime;8838;;;;;;;;
Drama;8838;;;;;;;;
Thriller;8838;;;;;;;;
Drama;17332;;;;;;;;
Fantasy;4958;;;;;;;;
Drama;4958;;;;;;;;
Drama;786;;;;;;;;
Music;786;;;;;;;;
Animation;9513;;;;;;;;
Comedy;9513;;;;;;;;
Family;9513;;;;;;;;
Action;11679;;;;;;;;
Adventure;11679;;;;;;;;
Crime;11679;;;;;;;;
Drama;11679;;;;;;;;
Mystery;11679;;;;;;;;
Thriller;11679;;;;;;;;
Action;38321;;;;;;;;
Science Fiction;38321;;;;;;;;
Fantasy;38321;;;;;;;;
Thriller;38321;;;;;;;;
Horror;38321;;;;;;;;
Family;14411;;;;;;;;
Animation;14411;;;;;;;;
Adventure;14411;;;;;;;;
Horror;8413;;;;;;;;
Science Fiction;8413;;;;;;;;
Mystery;8413;;;;;;;;
Drama;10052;;;;;;;;
Drama;9676;;;;;;;;
Action;9664;;;;;;;;
Adventure;9664;;;;;;;;
Drama;9664;;;;;;;;
History;9664;;;;;;;;
Romance;9664;;;;;;;;
War;9664;;;;;;;;
Action;2100;;;;;;;;
Drama;2100;;;;;;;;
Thriller;2100;;;;;;;;
Horror;10384;;;;;;;;
Science Fiction;10384;;;;;;;;
Thriller;10384;;;;;;;;
Drama;137321;;;;;;;;
Fantasy;137321;;;;;;;;
Mystery;137321;;;;;;;;
Romance;137321;;;;;;;;
Action;123553;;;;;;;;
Adventure;123553;;;;;;;;
Drama;123553;;;;;;;;
Mystery;123553;;;;;;;;
Romance;123553;;;;;;;;
Fantasy;123553;;;;;;;;
Comedy;11260;;;;;;;;
Science Fiction;11260;;;;;;;;
Adventure;11260;;;;;;;;
Family;11260;;;;;;;;
Drama;9009;;;;;;;;
Horror;9009;;;;;;;;
Thriller;9009;;;;;;;;
Comedy;11374;;;;;;;;
Adventure;2309;;;;;;;;
Family;2309;;;;;;;;
Fantasy;2309;;;;;;;;
Action;8285;;;;;;;;
Comedy;8285;;;;;;;;
Thriller;8285;;;;;;;;
Crime;8285;;;;;;;;
Science Fiction;8285;;;;;;;;
Comedy;210860;;;;;;;;
Adventure;210860;;;;;;;;
Adventure;2312;;;;;;;;
Fantasy;2312;;;;;;;;
Action;2312;;;;;;;;
Drama;2312;;;;;;;;
Drama;9839;;;;;;;;
Romance;9839;;;;;;;;
Adventure;9839;;;;;;;;
War;9839;;;;;;;;
Action;381902;;;;;;;;
Adventure;381902;;;;;;;;
Fantasy;381902;;;;;;;;
Action;13922;;;;;;;;
History;13922;;;;;;;;
War;13922;;;;;;;;
Action;293660;;;;;;;;
Adventure;293660;;;;;;;;
Comedy;293660;;;;;;;;
Drama;9713;;;;;;;;
Comedy;9713;;;;;;;;
War;190859;;;;;;;;
Action;190859;;;;;;;;
Adventure;257445;;;;;;;;
Horror;257445;;;;;;;;
Comedy;257445;;;;;;;;
Comedy;9007;;;;;;;;
Fantasy;9007;;;;;;;;
Romance;9007;;;;;;;;
Science Fiction;889;;;;;;;;
Comedy;889;;;;;;;;
Family;889;;;;;;;;
Romance;889;;;;;;;;
Action;1370;;;;;;;;
Adventure;1370;;;;;;;;
Thriller;1370;;;;;;;;
War;1370;;;;;;;;
Comedy;4942;;;;;;;;
Romance;4942;;;;;;;;
Drama;4942;;;;;;;;
Comedy;347969;;;;;;;;
Western;347969;;;;;;;;
Comedy;24438;;;;;;;;
Comedy;116741;;;;;;;;
Action;35791;;;;;;;;
Adventure;35791;;;;;;;;
Horror;35791;;;;;;;;
Science Fiction;35791;;;;;;;;
Drama;72431;;;;;;;;
Action;72431;;;;;;;;
Adventure;72431;;;;;;;;
History;72431;;;;;;;;
War;72431;;;;;;;;
Drama;1813;;;;;;;;
Horror;1813;;;;;;;;
Mystery;1813;;;;;;;;
Thriller;1813;;;;;;;;
Comedy;87428;;;;;;;;
Fantasy;8840;;;;;;;;
Action;10589;;;;;;;;
Comedy;10589;;;;;;;;
Crime;10589;;;;;;;;
Drama;10589;;;;;;;;
Action;71676;;;;;;;;
Fantasy;71676;;;;;;;;
Thriller;71676;;;;;;;;
Drama;1722;;;;;;;;
History;1722;;;;;;;;
Romance;1722;;;;;;;;
Action;10022;;;;;;;;
Comedy;10022;;;;;;;;
Drama;10022;;;;;;;;
Family;10022;;;;;;;;
Thriller;10022;;;;;;;;
Adventure;11358;;;;;;;;
Drama;11358;;;;;;;;
Action;11358;;;;;;;;
Thriller;11358;;;;;;;;
Comedy;13;;;;;;;;
Drama;13;;;;;;;;
Romance;13;;;;;;;;
Comedy;6477;;;;;;;;
Music;6477;;;;;;;;
Family;6477;;;;;;;;
Fantasy;6477;;;;;;;;
Animation;6477;;;;;;;;
Comedy;1597;;;;;;;;
Romance;1597;;;;;;;;
Adventure;10530;;;;;;;;
Animation;10530;;;;;;;;
Drama;10530;;;;;;;;
Family;10530;;;;;;;;
Action;1924;;;;;;;;
Adventure;1924;;;;;;;;
Fantasy;1924;;;;;;;;
Science Fiction;1924;;;;;;;;
Fantasy;9327;;;;;;;;
Comedy;9327;;;;;;;;
Romance;9327;;;;;;;;
Science Fiction;9327;;;;;;;;
Comedy;8488;;;;;;;;
Drama;8488;;;;;;;;
Romance;8488;;;;;;;;
Adventure;10603;;;;;;;;
Comedy;10603;;;;;;;;
Family;10603;;;;;;;;
Romance;10603;;;;;;;;
Comedy;8273;;;;;;;;
Romance;8273;;;;;;;;
Action;109424;;;;;;;;
Drama;109424;;;;;;;;
Thriller;109424;;;;;;;;
Comedy;35056;;;;;;;;
Fantasy;8839;;;;;;;;
Comedy;8839;;;;;;;;
Family;8839;;;;;;;;
Thriller;156022;;;;;;;;
Action;156022;;;;;;;;
Crime;156022;;;;;;;;
Comedy;7303;;;;;;;;
Drama;7303;;;;;;;;
Romance;7303;;;;;;;;
Action;8963;;;;;;;;
Thriller;8963;;;;;;;;
Drama;8963;;;;;;;;
Drama;1402;;;;;;;;
Thriller;9315;;;;;;;;
Drama;9315;;;;;;;;
Mystery;9315;;;;;;;;
Drama;8984;;;;;;;;
Thriller;8984;;;;;;;;
Crime;8984;;;;;;;;
Mystery;8984;;;;;;;;
Romance;8984;;;;;;;;
Drama;795;;;;;;;;
Fantasy;795;;;;;;;;
Romance;795;;;;;;;;
Action;24;;;;;;;;
Crime;24;;;;;;;;
Comedy;11353;;;;;;;;
Action;393;;;;;;;;
Crime;393;;;;;;;;
Thriller;393;;;;;;;;
Action;9618;;;;;;;;
Adventure;9618;;;;;;;;
Comedy;9618;;;;;;;;
Fantasy;9374;;;;;;;;
Comedy;9374;;;;;;;;
Adventure;8584;;;;;;;;
Action;8584;;;;;;;;
Comedy;8584;;;;;;;;
Western;8584;;;;;;;;
Action;2320;;;;;;;;
Adventure;2320;;;;;;;;
Drama;2320;;;;;;;;
Thriller;2320;;;;;;;;
Comedy;58224;;;;;;;;
Family;58224;;;;;;;;
Action;1729;;;;;;;;
Adventure;1729;;;;;;;;
Fantasy;1729;;;;;;;;
Animation;175574;;;;;;;;
Comedy;175574;;;;;;;;
Family;175574;;;;;;;;
Science Fiction;8077;;;;;;;;
Action;8077;;;;;;;;
Horror;8077;;;;;;;;
History;8818;;;;;;;;
Drama;8818;;;;;;;;
Music;8818;;;;;;;;
Action;8195;;;;;;;;
Thriller;8195;;;;;;;;
Crime;8195;;;;;;;;
Adventure;8195;;;;;;;;
Adventure;10586;;;;;;;;
Family;116149;;;;;;;;
Comedy;116149;;;;;;;;
Comedy;80035;;;;;;;;
Drama;10632;;;;;;;;
Action;10632;;;;;;;;
Thriller;10632;;;;;;;;
Crime;10632;;;;;;;;
Drama;12117;;;;;;;;
Mystery;12117;;;;;;;;
Thriller;12117;;;;;;;;
Comedy;1792;;;;;;;;
Comedy;13260;;;;;;;;
Animation;72197;;;;;;;;
Adventure;72197;;;;;;;;
Family;72197;;;;;;;;
Comedy;72197;;;;;;;;
Crime;3580;;;;;;;;
Drama;3580;;;;;;;;
Mystery;3580;;;;;;;;
Action;12123;;;;;;;;
Drama;12123;;;;;;;;
Science Fiction;12123;;;;;;;;
Thriller;12123;;;;;;;;
Drama;9566;;;;;;;;
Mystery;9566;;;;;;;;
Thriller;9566;;;;;;;;
Thriller;9833;;;;;;;;
Drama;9833;;;;;;;;
Romance;9833;;;;;;;;
Drama;4517;;;;;;;;
History;4517;;;;;;;;
Romance;4517;;;;;;;;
Action;8202;;;;;;;;
Science Fiction;8202;;;;;;;;
Drama;16072;;;;;;;;
History;16072;;;;;;;;
War;16072;;;;;;;;
Action;34314;;;;;;;;
Thriller;34314;;;;;;;;
Crime;34314;;;;;;;;
Comedy;19724;;;;;;;;
Comedy;145220;;;;;;;;
Adventure;145220;;;;;;;;
Crime;145220;;;;;;;;
Family;145220;;;;;;;;
Action;14623;;;;;;;;
Adventure;14623;;;;;;;;
Comedy;14623;;;;;;;;
Family;14623;;;;;;;;
Fantasy;14623;;;;;;;;
Science Fiction;14623;;;;;;;;
Drama;42297;;;;;;;;
Romance;42297;;;;;;;;
Drama;2841;;;;;;;;
Drama;802;;;;;;;;
Romance;802;;;;;;;;
Action;10375;;;;;;;;
Thriller;10375;;;;;;;;
Fantasy;36586;;;;;;;;
Horror;36586;;;;;;;;
Action;36586;;;;;;;;
Thriller;36586;;;;;;;;
Drama;11321;;;;;;;;
Action;70074;;;;;;;;
Crime;70074;;;;;;;;
Thriller;70074;;;;;;;;
Crime;242;;;;;;;;
Drama;242;;;;;;;;
Thriller;242;;;;;;;;
Comedy;9621;;;;;;;;
Drama;9621;;;;;;;;
Romance;9621;;;;;;;;
Comedy;1819;;;;;;;;
Romance;1819;;;;;;;;
Action;8536;;;;;;;;
Adventure;8536;;;;;;;;
Fantasy;8536;;;;;;;;
Science Fiction;8536;;;;;;;;
Drama;8046;;;;;;;;
Drama;1717;;;;;;;;
Thriller;1717;;;;;;;;
Action;479;;;;;;;;
Adventure;479;;;;;;;;
Crime;479;;;;;;;;
Thriller;479;;;;;;;;
Animation;9444;;;;;;;;
Family;9444;;;;;;;;
Drama;824;;;;;;;;
Music;824;;;;;;;;
Romance;824;;;;;;;;
Mystery;11456;;;;;;;;
Thriller;11456;;;;;;;;
Crime;11456;;;;;;;;
Crime;261023;;;;;;;;
Drama;261023;;;;;;;;
War;3683;;;;;;;;
Drama;3683;;;;;;;;
History;3683;;;;;;;;
Drama;22803;;;;;;;;
Crime;22803;;;;;;;;
Thriller;22803;;;;;;;;
Thriller;285923;;;;;;;;
Action;285923;;;;;;;;
Horror;285923;;;;;;;;
Drama;39437;;;;;;;;
Thriller;39437;;;;;;;;
Drama;1950;;;;;;;;
Romance;1950;;;;;;;;
Drama;640;;;;;;;;
Crime;640;;;;;;;;
Thriller;97630;;;;;;;;
Drama;97630;;;;;;;;
History;97630;;;;;;;;
Romance;9767;;;;;;;;
Comedy;9767;;;;;;;;
Comedy;11631;;;;;;;;
Romance;11631;;;;;;;;
Comedy;32856;;;;;;;;
Romance;32856;;;;;;;;
Action;6519;;;;;;;;
Adventure;6519;;;;;;;;
Comedy;6519;;;;;;;;
Drama;8741;;;;;;;;
History;8741;;;;;;;;
War;8741;;;;;;;;
Comedy;49520;;;;;;;;
Comedy;1850;;;;;;;;
Drama;1850;;;;;;;;
Romance;1850;;;;;;;;
Drama;524;;;;;;;;
Crime;524;;;;;;;;
Action;26389;;;;;;;;
Crime;26389;;;;;;;;
Thriller;26389;;;;;;;;
Action;11817;;;;;;;;
Comedy;11817;;;;;;;;
Fantasy;11817;;;;;;;;
Comedy;2123;;;;;;;;
Animation;9907;;;;;;;;
Comedy;9907;;;;;;;;
Family;9907;;;;;;;;
Comedy;9969;;;;;;;;
Family;9969;;;;;;;;
Adventure;18239;;;;;;;;
Fantasy;18239;;;;;;;;
Drama;18239;;;;;;;;
Romance;18239;;;;;;;;
Adventure;808;;;;;;;;
Animation;808;;;;;;;;
Comedy;808;;;;;;;;
Family;808;;;;;;;;
Fantasy;808;;;;;;;;
Science Fiction;38050;;;;;;;;
Thriller;38050;;;;;;;;
Romance;38050;;;;;;;;
Adventure;8367;;;;;;;;
Comedy;9390;;;;;;;;
Drama;9390;;;;;;;;
Romance;9390;;;;;;;;
Comedy;72105;;;;;;;;
Fantasy;72105;;;;;;;;
Comedy;2898;;;;;;;;
Romance;2898;;;;;;;;
Comedy;10312;;;;;;;;
Drama;10312;;;;;;;;
Comedy;109443;;;;;;;;
Comedy;2022;;;;;;;;
Romance;2022;;;;;;;;
Thriller;37686;;;;;;;;
Science Fiction;37686;;;;;;;;
Mystery;37686;;;;;;;;
Drama;462;;;;;;;;
Comedy;9919;;;;;;;;
Romance;9919;;;;;;;;
Crime;187017;;;;;;;;
Comedy;187017;;;;;;;;
Action;187017;;;;;;;;
Horror;628;;;;;;;;
Romance;628;;;;;;;;
Comedy;10201;;;;;;;;
Action;302699;;;;;;;;
Comedy;302699;;;;;;;;
Drama;9441;;;;;;;;
Romance;9441;;;;;;;;
Comedy;274167;;;;;;;;
Fantasy;224141;;;;;;;;
Comedy;224141;;;;;;;;
Music;224141;;;;;;;;
Crime;388;;;;;;;;
Drama;388;;;;;;;;
Thriller;388;;;;;;;;
Drama;2112;;;;;;;;
Action;2112;;;;;;;;
Thriller;2112;;;;;;;;
Crime;2112;;;;;;;;
Action;10329;;;;;;;;
Adventure;10329;;;;;;;;
Drama;10329;;;;;;;;
Mystery;10329;;;;;;;;
Science Fiction;10329;;;;;;;;
Thriller;10329;;;;;;;;
Drama;74465;;;;;;;;
Comedy;74465;;;;;;;;
Family;74465;;;;;;;;
Action;13811;;;;;;;;
Adventure;13811;;;;;;;;
Drama;13811;;;;;;;;
Mystery;13811;;;;;;;;
Science Fiction;13811;;;;;;;;
Thriller;13811;;;;;;;;
Comedy;6877;;;;;;;;
Drama;10320;;;;;;;;
Horror;10320;;;;;;;;
Thriller;10320;;;;;;;;
Comedy;50646;;;;;;;;
Drama;50646;;;;;;;;
Romance;50646;;;;;;;;
Animation;8920;;;;;;;;
Comedy;8920;;;;;;;;
Family;8920;;;;;;;;
Comedy;13673;;;;;;;;
Family;13673;;;;;;;;
Drama;60308;;;;;;;;
Action;6950;;;;;;;;
Drama;6950;;;;;;;;
Science Fiction;6950;;;;;;;;
Thriller;6950;;;;;;;;
Action;225574;;;;;;;;
Thriller;225574;;;;;;;;
Mystery;225574;;;;;;;;
Adventure;13836;;;;;;;;
Family;13836;;;;;;;;
Fantasy;13836;;;;;;;;
Science Fiction;13836;;;;;;;;
Thriller;13836;;;;;;;;
Action;13836;;;;;;;;
Action;752;;;;;;;;
Thriller;752;;;;;;;;
Fantasy;752;;;;;;;;
Action;6038;;;;;;;;
Adventure;6038;;;;;;;;
Comedy;6038;;;;;;;;
Western;6038;;;;;;;;
Adventure;9975;;;;;;;;
Animation;9975;;;;;;;;
Comedy;9975;;;;;;;;
Family;9975;;;;;;;;
Comedy;11451;;;;;;;;
Family;11451;;;;;;;;
Adventure;11451;;;;;;;;
Fantasy;11451;;;;;;;;
Romance;11451;;;;;;;;
Thriller;12103;;;;;;;;
Fantasy;60304;;;;;;;;
Horror;60304;;;;;;;;
Action;60304;;;;;;;;
Thriller;2251;;;;;;;;
Drama;2251;;;;;;;;
Action;46529;;;;;;;;
Thriller;46529;;;;;;;;
Science Fiction;46529;;;;;;;;
Adventure;46529;;;;;;;;
Drama;231;;;;;;;;
Thriller;231;;;;;;;;
Action;300671;;;;;;;;
Drama;300671;;;;;;;;
History;300671;;;;;;;;
Thriller;300671;;;;;;;;
War;300671;;;;;;;;
Romance;228326;;;;;;;;
Animation;228326;;;;;;;;
Adventure;228326;;;;;;;;
Comedy;228326;;;;;;;;
Family;228326;;;;;;;;
Fantasy;228326;;;;;;;;
Thriller;9754;;;;;;;;
Crime;66;;;;;;;;
Drama;66;;;;;;;;
Thriller;66;;;;;;;;
Action;4421;;;;;;;;
Drama;4421;;;;;;;;
Drama;2649;;;;;;;;
Thriller;2649;;;;;;;;
Mystery;2649;;;;;;;;
Horror;588;;;;;;;;
Mystery;588;;;;;;;;
Comedy;10393;;;;;;;;
